grid_id,lat,lon
176898,22.54779879,113.8910525
176967,22.55393231,114.2261541
177727,22.55202655,113.876384
177742,22.55342606,113.9492234
177751,22.55424997,113.9929298
177755,22.55461235,114.0123555
178568,22.55738063,113.9199867
178572,22.55775186,113.9394115
178574,22.55793661,113.9491241
178576,22.55812076,113.9588368
178578,22.55830433,113.9685495
178582,22.55866972,113.9879754
178583,22.5587607,113.9928319
178586,22.55903276,114.0074016
178587,22.55912316,114.0122582
178588,22.55921341,114.0171149
179394,22.56132967,113.890749
179420,22.56372423,114.0170178
180238,22.56695768,113.9489255
181065,22.57100496,113.9245425
181109,22.57495598,114.1382594
181898,22.57560835,113.9292992
183547,22.58321876,113.8562447
183574,22.58573388,113.9873867
184375,22.58734711,113.8367147
184378,22.58763367,113.8512853
184379,22.58772889,113.8561422
184418,22.59132835,114.0455817
185209,22.59204838,113.8463256
185210,22.59214377,113.8511827
185249,22.59574974,114.0406273
185250,22.59583927,114.0454854
185304,22.60045603,114.3078557
186075,22.59972027,114.011382
186081,22.60026064,114.0405308
186872,22.60097295,113.8412626
